Serie,Modelo,Local,
2419391010402,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CRECHE MUNICIPAL ZELINA PENIDO DA ROSA,
2419391010403,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CRECHE MUNICIPAL ZELINA PENIDO DA ROSA,
2419391010405,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,"EM Dr RICARDO AUGUSTO DE AZEREDO 
VIANNA",
2419391010408,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CRECHE MUNICIPAL ZELINA PENIDO DA ROSA,
2419391010409,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CRECHE MUNICIPAL ZELINA PENIDO DA ROSA,
2419391010410,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,"EM Dr RICARDO AUGUSTO DE AZEREDO 
VIANNA",
2419391010431,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM MINISTRO WALDEMAR ZVEITER,
2419391010432,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM MINISTRO WALDEMAR ZVEITER,
2419391010434,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM MINISTRO WALDEMAR ZVEITER,
2419391010435,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM MINISTRO WALDEMAR ZVEITER,
2419391010436,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM MINISTRO WALDEMAR ZVEITER,
2419391010437,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM MINISTRO WALDEMAR ZVEITER,
2419391010438,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM MINISTRO WALDEMAR ZVEITER,
2419391010439,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM MINISTRO WALDEMAR ZVEITER,
2419391010440,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM MINISTRO WALDEMAR ZVEITER,
2419391010480,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM MINISTRO WALDEMAR ZVEITER,
2423191010345,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM SARGENTO JOÃO DÉLIO DOS SANTOS,
2423191010347,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM SARGENTO JOÃO DÉLIO DOS SANTOS,
2423191010348,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM SARGENTO JOÃO DÉLIO DOS SANTOS,
2423191010350,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM SARGENTO JOÃO DÉLIO DOS SANTOS,
2444491010081,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CRECHE MUNICIPAL HYDEKEL DE FREITAS LIMA,
2444491010082,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CRECHE MUNICIPAL HYDEKEL DE FREITAS LIMA,
2444491010083,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CRECHE MUNICIPAL HYDEKEL DE FREITAS LIMA,
2444491010361,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM BILÍNGUE EMBAIXADOR OSWALDO ARANHA,
2.14233E+17,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM PRESIDENTE VARGAS,
2.21947E+17,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM LUIZ GAMA BORGES,
P0921005387,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CRECHE E PRÉ- ESC MUNICIPAL PROFº JOÃO DE OLIVEIRA,
2436391010573,ESTABILIZADOR POWEREST TS SHARA ,EM MONTESE,
2436391010574,ESTABILIZADOR POWEREST TS SHARA ,EM MONTESE,
2436391010577,ESTABILIZADOR POWEREST TS SHARA ,EM MONTESE,
2436391010579,ESTABILIZADOR POWEREST TS SHARA ,EM MONTESE,
2436391010661,ESTABILIZADOR POWEREST TS SHARA ,EM MONTESE,
2436391010662,ESTABILIZADOR POWEREST TS SHARA ,EM MONTESE,
2436391010663,ESTABILIZADOR POWEREST TS SHARA ,EM MONTESE,
2436391010664,ESTABILIZADOR POWEREST TS SHARA ,EM MONTESE,
2436391010665,ESTABILIZADOR POWEREST TS SHARA ,EM MONTESE,
2436391010666,ESTABILIZADOR POWEREST TS SHARA ,EM MONTESE,
2436391010667,ESTABILIZADOR POWEREST TS SHARA ,EM MONTESE,
2436391010668,ESTABILIZADOR POWEREST TS SHARA ,EM MONTESE,
2436391010669,ESTABILIZADOR POWEREST TS SHARA ,EM MONTESE,
2436391010670,ESTABILIZADOR POWEREST TS SHARA ,EM MONTESE,
2430431010492,ESTABILIZADOR TS SHARA DE SERIAL ,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
2430491010412,ESTABILIZADOR TS SHARA DE SERIAL ,"CRECHE E PRÉ-ESCOLA MUNICIPAL 
ALBERT SABIN",
2430491010413,ESTABILIZADOR TS SHARA DE SERIAL ,"CRECHE E PRÉ-ESCOLA MUNICIPAL 
ALBERT SABIN",
2430491010451,ESTABILIZADOR TS SHARA DE SERIAL ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
2430491010453,ESTABILIZADOR TS SHARA DE SERIAL ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
2430491010496,ESTABILIZADOR TS SHARA DE SERIAL ,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
2430491010497,ESTABILIZADOR TS SHARA DE SERIAL ,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
2432391010373,ESTABILIZADOR TS SHARA DE SERIAL ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
2432391010375,ESTABILIZADOR TS SHARA DE SERIAL ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
2432391010378,ESTABILIZADOR TS SHARA DE SERIAL ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
2432391010379,ESTABILIZADOR TS SHARA DE SERIAL ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
2432391010380,ESTABILIZADOR TS SHARA DE SERIAL ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
2432391010461,ESTABILIZADOR TS SHARA DE SERIAL ,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
2432391010462,ESTABILIZADOR TS SHARA DE SERIAL ,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
2432391010463,ESTABILIZADOR TS SHARA DE SERIAL ,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
2432391010465,ESTABILIZADOR TS SHARA DE SERIAL ,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
2432391010727,ESTABILIZADOR TS SHARA DE SERIAL ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
2432391010728,ESTABILIZADOR TS SHARA DE SERIAL ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
2436391010571,ESTABILIZADOR TS SHARA DE SERIAL ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
2436391010572,ESTABILIZADOR TS SHARA DE SERIAL ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
2436391010575,ESTABILIZADOR TS SHARA DE SERIAL ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
2436391010576,ESTABILIZADOR TS SHARA DE SERIAL ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
2436391010578,ESTABILIZADOR TS SHARA DE SERIAL ,CRECHE MUNICIPAL FABIO TENÓRIO CAVALCANTI,
2436391010580,ESTABILIZADOR TS SHARA DE SERIAL ,CRECHE MUNICIPAL FABIO TENÓRIO CAVALCANTI,
2436391010591,ESTABILIZADOR TS SHARA DE SERIAL ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
2436391010592,ESTABILIZADOR TS SHARA DE SERIAL ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
2436391010593,ESTABILIZADOR TS SHARA DE SERIAL ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
2436391010594,ESTABILIZADOR TS SHARA DE SERIAL ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
2436391010595,ESTABILIZADOR TS SHARA DE SERIAL ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
2436391010596,ESTABILIZADOR TS SHARA DE SERIAL ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
2436391010597,ESTABILIZADOR TS SHARA DE SERIAL ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
2436391010598,ESTABILIZADOR TS SHARA DE SERIAL ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
2436391010600,ESTABILIZADOR TS SHARA DE SERIAL ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
201272256,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,EM LUIZ GAMA BORGES,
201272284,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,"CRECHE E PRÉ-ESCOLA MUNICIPAL PROFª DALVA LAZARONI
DE MORAES",
2430491010416,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,EM BILÍNGUE EMBAIXADOR OSWALDO ARANHA,
2432391010245,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,CRECHE E PRÉ- ESC MUNICIPAL PROFº JOÃO DE OLIVEIRA,
2444491010017,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
2444491010019,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
2444491010218,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,EM BILÍNGUE EMBAIXADOR OSWALDO ARANHA,
W1007659C00372,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
BRBST4B0B4,HP PRO 4103 FDW MFP LASER PB 40PPM A4,EM EULINA PINTO DE BARROS,
BRBSS7R0BX,IMPRESSORA A4 MONO HP E42540F 42PPM,CIEP BRIZOLÃO MUNICIPALIZADO 338 - CÉLIA RABELO,
X3BK031151,IMPRESSORA EPSON PB JATO DE TINTA WF-5799,CIEP BRIZOLÃO MUNICIPALIZADO 328 - MARIE CURIE,
BRBSR8L003,IMPRESSORA HP,ANEXO E.M MAURO DE CASTRO,
BRBSS340RC,IMPRESSORA HP,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
BRBSS3508L,IMPRESSORA HP,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
BRBSS3C0VR,IMPRESSORA HP,EE MUNICIPALIZADA MANOEL JOAQUIM SALGUEIRO,
BRBSS3C0WF,IMPRESSORA HP,CRECHE MUNICIPAL HYDEKEL DE FREITAS LIMA,
BRBSS3C0X1,IMPRESSORA HP,EM MAURO DE CASTRO,
BRBSS60CJ,IMPRESSORA HP,CRECHE MUNICIPAL MARLUSE VICENTE DA SILVA,
BRBSRBS0CK,IMPRESSORA HP ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
BRBSS360C9,IMPRESSORA HP ,EM MONTESE,
BRBSR1K01F,IMPRESSORA HP 4103fdw,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
BRBSS360B4,IMPRESSORA HP E52645C,CRECHE MUNICIPAL ZELINA PENIDO DA ROSA,
BRBSR8L00H,IMPRESSORA HP PB E52645DN A4 LASER,EM NÍSIA VILELA FERNANDES,
BRBSR8L00R,IMPRESSORA HP PB E52645DN A4 LASER,EM SOLANO TRINDADE,
BRBSR8L01V,IMPRESSORA HP PB E52645DN A4 LASER,EM VISCONDE DE ITABORAÍ,
BRBSR8L027,IMPRESSORA HP PB E52645DN A4 LASER,EM JOSÉ MEDEIROS CABRAL,
BRBSR8L028,IMPRESSORA HP PB E52645DN A4 LASER,EM PROF WALTER RUSSO DE SOUZA,
BRBSR8L02P,IMPRESSORA HP PB E52645DN A4 LASER,EM CIDADE DOS MENINOS,
BRBSR8L02V,IMPRESSORA HP PB E52645DN A4 LASER,EM SETE DE SETEMBRO,
BRBSQCJ0P4,IMPRESSORA HP PRO 4103 FDW MFP LASER PB 40PPM A4,CRECHE E PRÉ -ESCOLA MUNICIPAL PEQUENO GUERREIRO,
BRBSR5301C,IMPRESSORA HP PRO 4103 FDW MFP LASER PB 40PPM A4,EM PARQUE CAPIVARI,
R4P0151760,IMPRESSORA KYOCERA M3655IDN,ANEXO GANDUR ASSED,
R4P9941285,IMPRESSORA KYOCERA M3655IDN,EM BRASÍLIA,
R4P0151877,IMPRESSORA KYOCERA MC3655,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
R4P8Z28298,IMPRESSORA KYOCERA MC3655,EM GENERAL SAMPAIO,
R4P9633194,IMPRESSORA KYOCERA MC3655,EM LIONS,
R4P9633196,IMPRESSORA KYOCERA MC3655,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
R4P9634223,IMPRESSORA KYOCERA MC3655,CRECHE e EM POETISA CECÍLIA MEIRELES,
S/ETIQUETA2,IMPRESSORA KYOCERA MC3655,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
R4P0151447,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM PROFª OLGA TEIXEIRA DE OLIVEIRA,
R4P0151505,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM PEDRO RODRIGUES DO CARMO,
R4P0151508,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM PROFª OLGA TEIXEIRA DE OLIVEIRA,
R4P0151510,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,CIEP BRIZOLÃO MUNICIPALIZADO 318 - PAULO MENDES CAMPOS,
R4P0151651,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,CRECHE E EM DONA LEDA GRANJA VICTER,
R4P0151652,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM JAYME FICHMAN,
R4P0151741,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EE MUNICIPALIZADA PROFª MARIA DE ARAUJO DA SILVA,
R4P0151751,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM PROF JOÃO FAUSTINO DE FRANÇA SOBRINHO,
R4P0151762,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,E.M BILÍNGUE ITAMAR FRANCO,
R4P0151763,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM SANTA LUZIA,
R4P0151764,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,CCAIC - JARDIM ANHANGÁ,
R4P0151765,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM JORNALISTA MOACYR PADILHA,
R4P0151769,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM CFN EDUARDO GOMES DE OLIVEIRA,
R4P0151770,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM PROFª DULCE TRINDADE BRAGA,
R4P0151771,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM NOVA CAMPINAS,
R4P0151787,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM ROBERTO WEGUELIN DE ABREU,
R4P0151788,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM MÁRCIO FIAT,
R4P0151789,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,E.M BILÍNGUE ZIRALDO ALVES PINTO,
R4P0151790,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM GENERAL MOURÃO FILHO,
R4P0151794,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM MARECHAL FLORIANO PEIXOTO,
R4P0151879,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,"EM PAULO ROBERTO DE MORAES 
LOUREIRO",
R4P0151880,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM BILÍNGUE EMBAIXADOR OSWALDO ARANHA,
R4P0152102,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EE MUNICIPALIZADA GUSTAVO ARMBRUST,
R4P0152103,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM ANTON DWORSAK,
R4P0152104,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,CIEP BRIZOLÃO MUNICIPALIZADO 227 - PROCÓPIO FERREIRA,
R4P0152106,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,CIEP BRIZOLÃO MUNICIPALIZADO 319 - ODUVALDO VIANA FILHO,
R4P0152113,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,CIEP BRIZOLÃO MUNICIPALIZADO 015 - HENRIQUE DE SOUZA FILHO - HENFIL,
R4P0152114,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM ROTARY,
R4P1374461,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM ANA NERY,
R4P1375223,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM VISCONDE DE ITABORAÍ,
R4P1375230,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,"CRECHE E PRÉ-ESCOLA MUNICIPAL PROFª 
ROSALITA DA SILVA NETTO",
R4P1375323,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,E.M BILÍNGUE ZIRALDO ALVES PINTO,
R4P2908194,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM BARÃO DO AMAPÁ,
R4P2908200,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM SANTO AGOSTINHO,
R4P2909464,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM SANTA TEREZINHA,
R4P3124346,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM DR ELY COMBAT,
R4P3124352,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM MINISTRO WALDEMAR ZVEITER,
R4P8917770,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,"CRECHE E PRÉ-ESCOLA MUNICIPAL 
ALBERT SABIN",
R4P8917790,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM BARÃO DA TAQUARA,
R4P9429003,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM CORONEL ELISEU,
R4P9429125,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM MARECHAL MALLET,
R4P9429132,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM PROF VILMAR BASTOS FURTADO,
R4P9429133,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM SOLANO TRINDADE,
R4P9429178,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM PROFª OLGA TEIXEIRA DE OLIVEIRA,
R4P9530782,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EE MUNIPALIZADA TANCREDO NEVES,
R4P9530784,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM CORA CORALINA,
R4P9632658,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM JOSÉ CAMILO DOS SANTOS,
R4P9632692,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM PROF ONERES NUNES OLIVEIRA,
R4P9632693,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM PROFª ELISABETH LOPES CABRAL,
R4P9633149,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM PROF JAIR ALVES DE FREITAS,
R4P9633155,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,"EM Dr RICARDO AUGUSTO DE AZEREDO 
VIANNA",
R4P9633187,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,CRECHE E PRÉ-ESCOLA MUNICIPAL GRACIESSE LUIZA SILVA LOURENÇO,
R4P9633195,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM BARÃO DO RIO BRANCO,
R4P9633200,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM PAULO RODRIGUES PEREIRA,
R4P9634216,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM WILSON DE OLIVEIRA SIMÕES,
R4P9634222,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM ANTON DWORSAK,
R4P9634227,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EE MUNICIPALIZADA GUSTAVO ARMBRUST,
R4P9634342,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM PRESIDENTE COSTA E SILVA,
R4P9634344,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM PROF PAULO FREIRE,
R4P9737625,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,CIEP BRIZOLÃO MUNICIPALIZADO 407 - NEUSA GOULART BRIZOLA,
R4P9737626,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,E.M BILÍNGUE ZIRALDO ALVES PINTO,
R4P9737627,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,"EM PROFª CARMEM CORRÊA DE 
CARVALHO REIS BRAZ",
R4P9737628,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM FRANCISCO BARBOZA LEITE,
R4P9737634,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM ULYSSES SILVEIRA GUIMARÃES,
R4P9738264,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,CIEP BRIZOLÃO MUNICIPALIZADO 015 - HENRIQUE DE SOUZA FILHO - HENFIL,
R4P9738267,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,CIEP BRIZOLÃO MUNICIPALIZADO 330 -MARIA DA GLORIA CORREA LEMOS,
R4P9738275,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM MARECHAL FLORIANO PEIXOTO,
R4P9738280,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM ROBERTO WEGUELIN DE ABREU,
R4P9738282,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,"CRECHE MUNICIPAL IRMÃ ARNALDA DA  SILVA 
NEVES",
R4P9738284,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,CIEP BRIZOLÃO MUNICIPALIZADO 227 - PROCÓPIO FERREIRA,
R4P9738288,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM MÁRCIO FIAT,
R4P9840003,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,"EM Dr RICARDO AUGUSTO DE AZEREDO 
VIANNA",
R4P9840147,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EE MUNICIPALIZADA PROFª MARIA DE ARAUJO DA SILVA,
R4P9840152,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,CIEP BRIZOLÃO MUNICIPALIZADO 338 - CÉLIA RABELO,
R4P9840153,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM DR ELY COMBAT,
R4P9840157,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM CORAÇÃO DE JESUS,
R4P9940395,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM DR.MANOEL REIS,
R4P9940625,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,CIEP BRIZOLÃO MUNICIPALIZADO 319 - ODUVALDO VIANA FILHO,
R4P9940643,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,CIEP BRIZOLÃO MUNICIPALIZADO 120 - MONTEIRO LOBATO,
R4P9940645,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,"EM INTERCULTURAL MÉXICO - PROFª NILCELINA DOS SANTOS 
FERREIRA",
R4P9940647,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM ROTARY,
R4P9940648,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM SANTA LUZIA,
R4P9940649,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM MONTEIRO LOBATO,
R4P9941283,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,CIEP BRIZOLÃO MUNICIPALIZADO 220 - YOLANDA BORGES,
R4P9941286,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM IMACULADA CONCEIÇÃO,
R4P9941287,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM SETE DE SETEMBRO,
R4P9941288,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM ALINE GONÇALVES DE LIMA (UNIDADE EM OBRA),
R4P9941289,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM JAYME FICHMAN,
R4P9941290,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM JORNALISTA MOACYR PADILHA,
R4P9941291,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,CRECHE E PRÉ - ESCOLA MUNICIPAL VEREADOR JOSÉ CARLOS TEODORO,
R4P9941310,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EE MUNICIPALIZADA MARECHAL MASCARENHAS DE MORAES,
R4P9941313,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM CAMPOS ELÍSEOS,
R4P9941316,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM PEDRO RODRIGUES DO CARMO,
R4P9941364,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM PROFª AMÉLIA CÂMARA DOS SANTOS,
R4P9X48162,IMPRESSORA KYOCERA PB ECOSYS M3655IDN,EM BARÃO DO AMAPÁ,
CK3B007361,IMPRESSORA LASER BM5100FDW,EM CIDADE DOS MENINOS,
BRBST130K6,IMPRESSORA MFP HP PB E4254OF A4 LASER,EM ANA NERY,
BRBST130MQ,IMPRESSORA MFP HP PB E4254OF A4 LASER,CIEP BRIZOLÃO MUNICIPALIZADO 330 -MARIA DA GLORIA CORREA LEMOS,
BRBST1510P,IMPRESSORA MFP HP PB E4254OF A4 LASER,EM JOSÉ CAMILO DOS SANTOS,
BRBSR1M0C7,IMPRESSORA MFP HP PB E52645DN A4 LASER,CRECHE E PRÉ -ESCOLA MUNICIPAL PEQUENO GUERREIRO,
BRBSR4B0YN,IMPRESSORA MFP HP PB E52645DN A4 LASER,CIEP BRIZOLÃO MUNICIPALIZADO 318 - PAULO MENDES CAMPOS,
BRBSR4BOXN,IMPRESSORA MFP HP PB E52645DN A4 LASER,CIEP BRIZOLÃO MUNICIPALIZADO 338 - CÉLIA RABELO,
BRBSR580BT,IMPRESSORA MFP HP PB E52645DN A4 LASER,"EM PROFª CARMEM CORRÊA DE 
CARVALHO REIS BRAZ",
BRBSR8K0FZ,IMPRESSORA MFP HP PB E52645DN A4 LASER,EM JARDIM GRAMACHO,
BRBSR8K0GW,IMPRESSORA MFP HP PB E52645DN A4 LASER,EM JOAQUIM DA SILVA PEÇANHA,
BRBSR8K0GY,IMPRESSORA MFP HP PB E52645DN A4 LASER,EM PROF ROMEU MENEZES DOS SANTOS,
BRBSR8K0H1,IMPRESSORA MFP HP PB E52645DN A4 LASER,EM EXPEDICIONÁRIO AQUINO DE ARAÚJO,
BRBSR8K0H5,IMPRESSORA MFP HP PB E52645DN A4 LASER,EM CORONEL ELISEU,
BRBSR8L000P,IMPRESSORA MFP HP PB E52645DN A4 LASER,EM RUY BARBOSA,
BRBSR8L00X,IMPRESSORA MFP HP PB E52645DN A4 LASER,EE MUNICIPALIZADA BAIRRO CALIFÓRNIA,
BRBSR8L013,IMPRESSORA MFP HP PB E52645DN A4 LASER,EM PROF ONERES NUNES OLIVEIRA,
BRBSR8L029,IMPRESSORA MFP HP PB E52645DN A4 LASER,EM MONTEIRO LOBATO,
BRBSR8L02W,IMPRESSORA MFP HP PB E52645DN A4 LASER,"EM INTERCULTURAL MÉXICO - PROFª NILCELINA DOS SANTOS 
FERREIRA",
BRBSR8L02Y,IMPRESSORA MFP HP PB E52645DN A4 LASER,EM WILSON DE OLIVEIRA SIMÕES,
BRBSS1M03G,IMPRESSORA MFP HP PB E52645DN A4 LASER,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
